Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
1530,10015,Registered building set,mortgage,20090729,Public,60000000
1530,10016,Registered building set,mortgage,20110825,Public,60000000
1530,10017,Registered building set,transfer,20161129,Public,3300000
1530,10018,Registered building set,mortgage,20111118,Public,49400000
1530,10019,Registered building set,mortgage,20130902,Private,130000000
1530,10020,Registered building set,mortgage,20160825,Private,120000000
1530,10021,Registered building set,injunction,20161017,Public,0
1530,19992,Registered land separately,,99999999,Private,0
1531,10001,Registered building set,ownership transfer,20080704,Private,0
1531,10002,Registered building set,provisional attachment,20160511,Private,22762427
1531,10003,Registered building set,provisional attachment,20160613,Public,201812494
1531,10004,Registered building set,real distress,20160712,Public,0
1531,10005,Registered building set,provisional attachment,20160817,Public,17954855
1531,10006,Registered building set,provisional attachment,20160831,Private,2000000
1531,10007,Registered building set,random auction,20160906,Public,0
1531,10008,Registered building set,provisional attachment,20160928,Public,50000000
1531,10009,Registered building set,real distress,20170510,Public,0
1531,10010,Registered building set,mortgage,20111021,Public,36000000
1532,10001,Registered building set,ownership transfer,19991129,Private,0
1532,10002,Registered building set,real distress,20110321,Public,0
1532,10003,Registered building set,real distress,20151113,Public,0
1532,10004,Registered building set,provisional attachment,20160707,Public,7294620
1532,10005,Registered building set,random auction,20160907,Public,0
1532,10006,Registered building set,real distress,20161010,Public,0
1532,10007,Registered building set,provisional attachment,20170223,Private,17512427
1532,10008,Registered building set,real distress,20170306,Public,0
1532,10009,Registered building set,mortgage,20090814,Private,265200000
1532,10010,Registered building set,the right of pledge,20161020,Public,265200000
1533,10001,Registered building set,ownership transfer,20050915,Private,0
1533,10002,Registered building set,provisional attachment,20151209,Public,44626232
1533,10003,Registered building set,provisional attachment,20160823,Public,18062500
1533,10004,Registered building set,provisional attachment,20160825,Public,15151702
1533,10005,Registered building set,real distress,20160902,Public,0
1533,10006,Registered building set,random auction,20160912,Public,0
1533,10007,Registered building set,mortgage,20150216,Public,403200000
1533,10008,Registered building set,mortgage,20150604,Public,42900000
1534,10001,Registered building set,ownership transfer,20020107,Private,0
1534,10002,Registered building set,compulsion,20160912,Private,0
1534,10003,Registered building set,provisional attachment,20161118,Private,23900000
1534,10004,Registered building set,random auction,20170329,Public,0
1534,10005,Registered building set,mortgage,20110309,Public,491400000
1535,10001,Registered building set,ownership transfer,20030725,Private,0
1535,10002,Registered building set,real distress,20140612,Public,0
1535,10003,Registered building set,real distress,20140813,Public,0
1535,10004,Registered building set,real distress,20141007,Public,0
1535,10005,Registered building set,real distress,20160509,Public,0
1535,10006,Registered building set,random auction,20160922,Public,0
1535,10007,Registered building set,mortgage,20080204,Public,132000000
1535,10008,Registered building set,mortgage,20080627,Public,42000000
1536,10001,Registered building set,ownership transfer,20001019,Private,0
1536,10002,Registered building set,provisional attachment,20140605,Public,5500000
1536,10003,Registered building set,random auction,20160928,Public,0
1536,10004,Registered building set,mortgage,20101029,Public,310800000
1536,10005,Registered building set,mortgage,20110127,Private,270000000
1537,10001,Registered building set,ownership transfer,19980804,Private,0
1537,10002,Registered building set,compulsion,20160927,Public,0
1537,10003,Registered building set,mortgage,20101012,Public,26000000
1538,10001,Registered building set,ownership transfer,20030520,Private,0
1538,10002,Registered building set,real distress,20150116,Public,0
1538,10003,Registered building set,provisional attachment,20160720,Public,10184945
1538,10004,Registered building set,real distress,20160928,Public,0
1538,10005,Registered building set,random auction,20160930,Public,0
1538,10006,Registered building set,provisional attachment,20161128,Public,16800828
1538,10007,Registered building set,mortgage,20121114,Public,265200000
1538,10008,Registered building set,the right of pledge,20161215,Public,265200000
1538,10009,Registered building set,mortgage,20121114,Public,36400000
1538,10010,Registered building set,the right of pledge,20161215,Public,36400000
1538,10011,Registered building set,mortgage,20151120,Public,85000000
1539,10001,Registered building set,provisional attachment,20160525,Public,24808067
1539,10002,Registered building set,provisional attachment,20160526,Public,5613329
1539,10003,Registered building set,provisional attachment,20160610,Public,8700001
1539,10004,Registered building set,provisional attachment,20160722,Public,22531227
1539,10005,Registered building set,random auction,20160930,Public,0
1539,10006,Registered building set,mortgage,20150724,Public,120000000
1540,10001,Registered building set,ownership transfer,20070831,Private,0
1540,10002,Registered building set,provisional attachment,20131113,Private,160000000
1540,10003,Registered building set,compulsion,20161005,Private,0
1540,10004,Registered building set,mortgage,20110926,Public,300000000
1541,10001,Registered building set,ownership transfer,20010818,Private,0
1541,10002,Registered building set,provisional attachment,20160930,Public,50000000
1541,10003,Registered building set,random auction,20161006,Public,0
1541,10004,Registered building set,provisional attachment,20161013,Public,20100290
1541,10005,Registered building set,mortgage,20080703,Public,331500000
1541,10006,Registered building set,mortgage,20160408,Public,350000000
1542,10001,Registered building set,ownership transfer,20011122,Private,0
1542,10002,Registered building set,random auction,20161007,Public,0
1542,10003,Registered building set,mortgage,20080902,Public,396000000
1542,10004,Registered building set,mortgage,20080909,Public,144000000
1543,10001,Registered building set,ownership transfer,20080331,Private,0
1543,10002,Registered building set,real distress,20080624,Public,0
1543,10003,Registered building set,real distress,20101203,Private,0
1543,10004,Registered building set,provisional attachment,20120110,Public,48668116
1543,10005,Registered building set,random auction,20161011,Public,0
1543,10006,Registered building set,mortgage,20080331,Public,140400000
1543,10007,Registered building set,mortgage,20080708,Private,70000000
1543,10008,Registered building set,mortgage,20080708,Private,35000000
1544,10001,Registered building set,ownership transfer,20161226,Private,0
1544,10002,Registered building set,real distress,20151027,Public,0
1544,10003,Registered building set,provisional attachment,20160627,Public,23955436
1544,10004,Registered building set,provisional attachment,20160701,Public,83696347
1544,10005,Registered building set,real distress,20160704,Public,0
1544,10006,Registered building set,provisional attachment,20160829,Public,33078006
1544,10007,Registered building set,random auction,20161028,Public,0
1544,10008,Registered building set,provisional attachment,20170207,Private,79726217
1544,10009,Registered building set,real distress,20170227,Public,0
1544,10010,Registered building set,mortgage,20050812,Public,795573480
1544,10011,Registered building set,mortgage,20060830,Public,221000000
1545,10001,Registered building set,ownership transfer,20110317,Private,0
1545,10002,Registered building set,compulsion,20161102,Public,0
1545,10003,Registered building set,mortgage,20160502,Public,500000000
1546,10001,Registered building set,ownership transfer,20021121,Private,0
1546,10002,Registered building set,provisional attachment,20120521,Private,77562500
